Measure,Location,Indicator,Time,Indicator_Status,Indicator_Value,Amount,Unemployment_Rate
Turnover,Baltimore City WIA,Maryland Turnover Rate by Education,2016Q4,E3,Some college or Associate degree,0.067
Turnover,Baltimore City WIA,Maryland Turnover Rate by Gender All,2020Q3,0,All,0.07
Turnover,Baltimore City WIA,Maryland Turnover Rate by Gender All,2021Q3,0,All,0
Turnover,Baltimore City WIA,Maryland Turnover Rate by Gender All,2015Q4,0,All,0.08
Turnover,Baltimore City WIA,Maryland Turnover Rate by Gender All,2016Q4,0,All,0.079
Turnover,Baltimore City WIA,Maryland Turnover Rate by Gender All,2017Q4,0,All,0.082
Turnover,Baltimore City WIA,Maryland Turnover Rate by Gender All,2018Q4,0,All,0.078
Turnover,Baltimore City WIA,Maryland Turnover Rate by Gender All,2019Q4,0,All,0.104
Turnover,Baltimore City WIA,Maryland Turnover Rate by Gender All,2020Q4,0,All,0.097
Turnover,Baltimore City WIA,Maryland Turnover Rate by Gender All,2021Q4,0,All,0
New Hires,Baltimore City WIA,Maryland New Hires by Education,2015Q1,E5,Educational attainment not available (workers aged 24 or younger),7867
New Hires,Baltimore City WIA,Maryland New Hires by Education,2016Q1,E5,Educational attainment not available (workers aged 24 or younger),7945
New Hires,Baltimore City WIA,Maryland New Hires by Education,2017Q1,E5,Educational attainment not available (workers aged 24 or younger),8654
New Hires,Baltimore City WIA,Maryland New Hires by Education,2018Q1,E5,Educational attainment not available (workers aged 24 or younger),8632
New Hires,Baltimore City WIA,Maryland New Hires by Education,2019Q1,E5,Educational attainment not available (workers aged 24 or younger),7933
New Hires,Baltimore City WIA,Maryland New Hires by Education,2020Q1,E5,Educational attainment not available (workers aged 24 or younger),8758
New Hires,Baltimore City WIA,Maryland New Hires by Education,2021Q1,E5,Educational attainment not available (workers aged 24 or younger),8266
New Hires,Baltimore City WIA,Maryland New Hires by Education,2015Q2,E5,Educational attainment not available (workers aged 24 or younger),13210
New Hires,Baltimore City WIA,Maryland New Hires by Education,2016Q2,E5,Educational attainment not available (workers aged 24 or younger),12970
New Hires,Baltimore City WIA,Maryland New Hires by Education,2017Q2,E5,Educational attainment not available (workers aged 24 or younger),13792
New Hires,Baltimore City WIA,Maryland New Hires by Education,2018Q2,E5,Educational attainment not available (workers aged 24 or younger),12780
New Hires,Baltimore City WIA,Maryland New Hires by Education,2019Q2,E5,Educational attainment not available (workers aged 24 or younger),13235
New Hires,Baltimore City WIA,Maryland New Hires by Education,2020Q2,E5,Educational attainment not available (workers aged 24 or younger),12006
New Hires,Baltimore City WIA,Maryland New Hires by Education,2021Q2,E5,Educational attainment not available (workers aged 24 or younger),13280
New Hires,Baltimore City WIA,Maryland New Hires by Education,2015Q3,E5,Educational attainment not available (workers aged 24 or younger),14811
New Hires,Baltimore City WIA,Maryland New Hires by Education,2016Q3,E5,Educational attainment not available (workers aged 24 or younger),14268
New Hires,Baltimore City WIA,Maryland New Hires by Education,2017Q3,E5,Educational attainment not available (workers aged 24 or younger),13751
New Hires,Baltimore City WIA,Maryland New Hires by Education,2018Q3,E5,Educational attainment not available (workers aged 24 or younger),13408
New Hires,Baltimore City WIA,Maryland New Hires by Education,2019Q3,E5,Educational attainment not available (workers aged 24 or younger),13732
New Hires,Baltimore City WIA,Maryland New Hires by Education,2020Q3,E5,Educational attainment not available (workers aged 24 or younger),13187
New Hires,Baltimore City WIA,Maryland New Hires by Education,2021Q3,E5,Educational attainment not available (workers aged 24 or younger),17127
New Hires,Baltimore City WIA,Maryland New Hires by Education,2015Q4,E5,Educational attainment not available (workers aged 24 or younger),12784
New Hires,Baltimore City WIA,Maryland New Hires by Education,2016Q4,E5,Educational attainment not available (workers aged 24 or younger),10919
New Hires,Baltimore City WIA,Maryland New Hires by Education,2017Q4,E5,Educational attainment not available (workers aged 24 or younger),10325
New Hires,Baltimore City WIA,Maryland New Hires by Education,2018Q4,E5,Educational attainment not available (workers aged 24 or younger),10875
New Hires,Baltimore City WIA,Maryland New Hires by Education,2019Q4,E5,Educational attainment not available (workers aged 24 or younger),11765
New Hires,Baltimore City WIA,Maryland New Hires by Education,2020Q4,E5,Educational attainment not available (workers aged 24 or younger),11679
New Hires,Baltimore City WIA,Maryland New Hires by Education,2021Q4,E5,Educational attainment not available (workers aged 24 or younger),9581
Workers,Baltimore City WIA,Maryland Workers by Gender All,2015Q1,0,All Sexes,328849
Workers,Baltimore City WIA,Maryland Workers by Gender All,2016Q1,0,All Sexes,334900
Workers,Baltimore City WIA,Maryland Workers by Gender All,2017Q1,0,All Sexes,332785
Workers,Baltimore City WIA,Maryland Workers by Gender All,2018Q1,0,All Sexes,340226
Workers,Baltimore City WIA,Maryland Workers by Gender All,2019Q1,0,All Sexes,339211
Workers,Baltimore City WIA,Maryland Workers by Gender All,2020Q1,0,All Sexes,346912
Workers,Baltimore City WIA,Maryland Workers by Gender All,2021Q1,0,All Sexes,323787
Workers,Baltimore City WIA,Maryland Workers by Gender All,2015Q2,0,All Sexes,331864
Turnover,Baltimore City WIA,Maryland Turnover Rate by Gender All,2018Q3,0,All,0.083
Workers,Baltimore City WIA,Maryland Workers by Gender All,2016Q2,0,All Sexes,333061
Workers,Baltimore City WIA,Maryland Workers by Gender All,2017Q2,0,All Sexes,332817
Turnover,Baltimore City WIA,Maryland Turnover Rate by Gender All,2015Q3,0,All,0.083
Turnover,Baltimore City WIA,Maryland Turnover Rate by Gender All,2016Q3,0,All,0.079
Workers,Baltimore City WIA,Maryland Workers by Gender All,2021Q2,0,All Sexes,312429
Workers,Baltimore City WIA,Maryland Workers by Gender All,2020Q2,0,All Sexes,327928
Workers,Baltimore City WIA,Maryland Workers by Gender All,2019Q2,0,All Sexes,339925
Workers,Baltimore City WIA,Maryland Workers by Gender All,2016Q3,0,All Sexes,338139
Workers,Baltimore City WIA,Maryland Workers by Gender All,2015Q3,0,All Sexes,333905
Workers,Baltimore City WIA,Maryland Workers by Gender All,2018Q3,0,All Sexes,341272
Workers,Baltimore City WIA,Maryland Workers by Gender All,2020Q3,0,All Sexes,321646
Workers,Baltimore City WIA,Maryland Workers by Gender All,2021Q3,0,All Sexes,308934
Workers,Baltimore City WIA,Maryland Workers by Gender All,2017Q3,0,All Sexes,341232
Workers,Baltimore City WIA,Maryland Workers by Gender All,2015Q4,0,All Sexes,335480
Workers,Baltimore City WIA,Maryland Workers by Gender All,2016Q4,0,All Sexes,337201
Workers,Baltimore City WIA,Maryland Workers by Gender All,2018Q4,0,All Sexes,343764
Workers,Baltimore City WIA,Maryland Workers by Gender All,2018Q2,0,All Sexes,340251
Workers,Baltimore City WIA,Maryland Workers by Gender All,2019Q4,0,All Sexes,344984
Workers,Baltimore City WIA,Maryland Workers by Gender All,2021Q4,0,All Sexes,329141
Workers,Baltimore City WIA,Maryland Workers by Gender All,2020Q4,0,All Sexes,324759
Workers,Baltimore City WIA,Maryland Workers by Gender All,2017Q4,0,All Sexes,342368
Turnover,Baltimore City WIA,Maryland Turnover Rate by Gender All,2017Q3,0,All,0.081
Workers,Baltimore City WIA,Maryland Workers by Age All,2017Q1,A00,All Ages,332785
Workers,Baltimore City WIA,Maryland Workers by Age All,2018Q1,A00,All Ages,340226
Workers,Baltimore City WIA,Maryland Workers by Age All,2019Q1,A00,All Ages,339211
Workers,Baltimore City WIA,Maryland Workers by Age All,2020Q1,A00,All Ages,346912
Workers,Baltimore City WIA,Maryland Workers by Age All,2021Q1,A00,All Ages,323787
Workers,Baltimore City WIA,Maryland Workers by Age All,2015Q2,A00,All Ages,331864
Workers,Baltimore City WIA,Maryland Workers by Age All,2016Q2,A00,All Ages,333061
Workers,Baltimore City WIA,Maryland Workers by Age All,2017Q2,A00,All Ages,332817
Workers,Baltimore City WIA,Maryland Workers by Age All,2018Q2,A00,All Ages,340251
Workers,Baltimore City WIA,Maryland Workers by Age All,2019Q2,A00,All Ages,339925
Workers,Baltimore City WIA,Maryland Workers by Age All,2020Q2,A00,All Ages,327928
Workers,Baltimore City WIA,Maryland Workers by Age All,2021Q2,A00,All Ages,312429
Workers,Baltimore City WIA,Maryland Workers by Age All,2015Q3,A00,All Ages,333905
Workers,Baltimore City WIA,Maryland Workers by Age All,2016Q3,A00,All Ages,338139
Workers,Baltimore City WIA,Maryland Workers by Age All,2017Q3,A00,All Ages,341232
Workers,Baltimore City WIA,Maryland Workers by Age All,2018Q3,A00,All Ages,341272
Workers,Baltimore City WIA,Maryland Workers by Age All,2019Q3,A00,All Ages,343920
Workers,Baltimore City WIA,Maryland Workers by Age All,2020Q3,A00,All Ages,321646
Workers,Baltimore City WIA,Maryland Workers by Age All,2021Q3,A00,All Ages,308934
Workers,Baltimore City WIA,Maryland Workers by Age All,2015Q4,A00,All Ages,335480
Workers,Baltimore City WIA,Maryland Workers by Age All,2016Q4,A00,All Ages,337201
Workers,Baltimore City WIA,Maryland Workers by Age All,2017Q4,A00,All Ages,342368
Workers,Baltimore City WIA,Maryland Workers by Age All,2018Q4,A00,All Ages,343764
Workers,Baltimore City WIA,Maryland Workers by Age All,2019Q4,A00,All Ages,344984
Workers,Baltimore City WIA,Maryland Workers by Age All,2020Q4,A00,All Ages,324759
Workers,Baltimore City WIA,Maryland Workers by Age All,2021Q4,A00,All Ages,329141
Job Change,Baltimore City WIA,Maryland Job Net Change by Gender,2015Q1,2,Female,2292
Job Change,Baltimore City WIA,Maryland Job Net Change by Gender,2016Q1,2,Female,-1005
Job Change,Baltimore City WIA,Maryland Job Net Change by Gender,2017Q1,2,Female,713
Job Change,Baltimore City WIA,Maryland Job Net Change by Gender,2018Q1,2,Female,518
Job Change,Baltimore City WIA,Maryland Job Net Change by Gender,2019Q1,2,Female,629
Job Change,Baltimore City WIA,Maryland Job Net Change by Gender,2020Q1,2,Female,-10003
Job Change,Baltimore City WIA,Maryland Job Net Change by Gender,2021Q1,2,Female,-5374
Job Change,Baltimore City WIA,Maryland Job Net Change by Gender,2015Q2,2,Female,-522
Job Change,Baltimore City WIA,Maryland Job Net Change by Gender,2016Q2,2,Female,1678
Job Change,Baltimore City WIA,Maryland Job Net Change by Gender,2017Q2,2,Female,2596
Job Change,Baltimore City WIA,Maryland Job Net Change by Gender,2018Q2,2,Female,908
Job Change,Baltimore City WIA,Maryland Job Net Change by Gender,2019Q2,2,Female,1543
Job Change,Baltimore City WIA,Maryland Job Net Change by Gender,2020Q2,2,Female,-4255
Job Change,Baltimore City WIA,Maryland Job Net Change by Gender,2021Q2,2,Female,-1948
Job Change,Baltimore City WIA,Maryland Job Net Change by Gender,2015Q3,2,Female,1975
Job Change,Baltimore City WIA,Maryland Job Net Change by Gender,2016Q3,2,Female,-203
Job Change,Baltimore City WIA,Maryland Job Net Change by Gender,2017Q3,2,Female,382
Job Change,Baltimore City WIA,Maryland Job Net Change by Gender,2018Q3,2,Female,1344
Job Change,Baltimore City WIA,Maryland Job Net Change by Gender,2019Q3,2,Female,1260
Job Change,Baltimore City WIA,Maryland Job Net Change by Gender,2020Q3,2,Female,2334
Job Change,Baltimore City WIA,Maryland Job Net Change by Gender,2021Q3,2,Female,11147
Job Change,Baltimore City WIA,Maryland Job Net Change by Gender,2015Q4,2,Female,1735
Job Change,Baltimore City WIA,Maryland Job Net Change by Gender,2016Q4,2,Female,13
Job Change,Baltimore City WIA,Maryland Job Net Change by Gender,2018Q4,2,Female,-873
Job Change,Baltimore City WIA,Maryland Job Net Change by Gender,2019Q4,2,Female,1832
Job Change,Baltimore City WIA,Maryland Job Net Change by Gender,2020Q4,2,Female,1030
Job Change,Baltimore City WIA,Maryland Job Net Change by Gender,2017Q4,2,Female,526
Job Change,Baltimore City WIA,Maryland Job Net Change by Gender,2021Q4,2,Female,0
Job Change,Baltimore City WIA,Maryland Job Net Change by Gender All,2015Q1,0,All,3161
Job Change,Baltimore City WIA,Maryland Job Net Change by Gender All,2016Q1,0,All,-1459
Job Change,Baltimore City WIA,Maryland Job Net Change by Gender All,2017Q1,0,All,1657
Job Change,Baltimore City WIA,Maryland Job Net Change by Gender All,2018Q1,0,All,1144
Job Change,Baltimore City WIA,Maryland Job Net Change by Gender All,2019Q1,0,All,716
Job Change,Baltimore City WIA,Maryland Job Net Change by Gender All,2020Q1,0,All,-18728
Job Change,Baltimore City WIA,Maryland Job Net Change by Gender All,2015Q2,0,All,2782
Job Change,Baltimore City WIA,Maryland Job Net Change by Gender All,2021Q1,0,All,-9703
Job Change,Baltimore City WIA,Maryland Job Net Change by Gender All,2016Q2,0,All,4861
Job Change,Baltimore City WIA,Maryland Job Net Change by Gender All,2017Q2,0,All,6713
Job Change,Baltimore City WIA,Maryland Job Net Change by Gender All,2018Q2,0,All,2118
Job Change,Baltimore City WIA,Maryland Job Net Change by Gender All,2019Q2,0,All,4496
Job Change,Baltimore City WIA,Maryland Job Net Change by Gender All,2020Q2,0,All,-6179
Job Change,Baltimore City WIA,Maryland Job Net Change by Gender All,2021Q2,0,All,-3757
Job Change,Baltimore City WIA,Maryland Job Net Change by Gender All,2015Q3,0,All,3133
Job Change,Baltimore City WIA,Maryland Job Net Change by Gender All,2016Q3,0,All,-1372
Job Change,Baltimore City WIA,Maryland Job Net Change by Gender All,2017Q3,0,All,1117
Job Change,Baltimore City WIA,Maryland Job Net Change by Gender All,2018Q3,0,All,1593
Job Change,Baltimore City WIA,Maryland Job Net Change by Gender All,2019Q3,0,All,1288
Job Change,Baltimore City WIA,Maryland Job Net Change by Gender All,2020Q3,0,All,2980
Job Change,Baltimore City WIA,Maryland Job Net Change by Gender All,2021Q3,0,All,19955
Job Change,Baltimore City WIA,Maryland Job Net Change by Gender All,2015Q4,0,All,1735
Job Change,Baltimore City WIA,Maryland Job Net Change by Gender All,2016Q4,0,All,13
Job Change,Baltimore City WIA,Maryland Job Net Change by Gender All,2017Q4,0,All,526
Job Change,Baltimore City WIA,Maryland Job Net Change by Gender All,2018Q4,0,All,-873
Job Change,Baltimore City WIA,Maryland Job Net Change by Gender All,2019Q4,0,All,1832
Job Change,Baltimore City WIA,Maryland Job Net Change by Gender All,2020Q4,0,All,1030
Job Change,Baltimore City WIA,Maryland Job Net Change by Gender All,2021Q4,0,All,0
Workers,Baltimore City WIA,Maryland Workers by Age,2015Q1,A08,65-99,19324
Workers,Baltimore City WIA,Maryland Workers by Age,2017Q1,A08,65-99,20804
Workers,Baltimore City WIA,Maryland Workers by Age,2018Q1,A08,65-99,22025
Workers,Baltimore City WIA,Maryland Workers by Age,2019Q1,A08,65-99,22958
Workers,Baltimore City WIA,Maryland Workers by Age,2020Q1,A08,65-99,24625
Workers,Baltimore City WIA,Maryland Workers by Age,2021Q1,A08,65-99,22826
Workers,Baltimore City WIA,Maryland Workers by Age,2015Q2,A08,65-99,19519
Workers,Baltimore City WIA,Maryland Workers by Age,2016Q2,A08,65-99,19913
Workers,Baltimore City WIA,Maryland Workers by Age,2017Q2,A08,65-99,21166
Workers,Baltimore City WIA,Maryland Workers by Age,2018Q2,A08,65-99,22337
Workers,Baltimore City WIA,Maryland Workers by Age All,2015Q1,A00,All Ages,328849
Workers,Baltimore City WIA,Maryland Workers by Gender All,2019Q3,0,All Sexes,343920
Workers,Baltimore City WIA,Maryland Workers by Age,2019Q2,A08,65-99,23475
Workers,Baltimore City WIA,Maryland Workers by Age,2020Q2,A08,65-99,23028
Workers,Baltimore City WIA,Maryland Workers by Age,2021Q2,A08,65-99,22268
Workers,Baltimore City WIA,Maryland Workers by Age,2015Q3,A08,65-99,19493
Workers,Baltimore City WIA,Maryland Workers by Age,2016Q3,A08,65-99,20397
Workers,Baltimore City WIA,Maryland Workers by Age,2017Q3,A08,65-99,21591
Workers,Baltimore City WIA,Maryland Workers by Age,2018Q3,A08,65-99,22613
Workers,Baltimore City WIA,Maryland Workers by Age,2019Q3,A08,65-99,23806
Workers,Baltimore City WIA,Maryland Workers by Age,2020Q3,A08,65-99,22254
Workers,Baltimore City WIA,Maryland Workers by Age,2021Q3,A08,65-99,23027
Workers,Baltimore City WIA,Maryland Workers by Age,2015Q4,A08,65-99,19698
Workers,Baltimore City WIA,Maryland Workers by Age,2016Q4,A08,65-99,20557
Workers,Baltimore City WIA,Maryland Workers by Age,2017Q4,A08,65-99,21760
Workers,Baltimore City WIA,Maryland Workers by Age,2016Q1,A08,65-99,19693
Workers,Baltimore City WIA,Maryland Workers by Age,2019Q4,A08,65-99,24241
Workers,Baltimore City WIA,Maryland Workers by Age,2020Q4,A08,65-99,22845
Workers,Baltimore City WIA,Maryland Workers by Age,2021Q4,A08,65-99,24995
Workers,Baltimore City WIA,Maryland Workers by Age All,2016Q1,A00,All Ages,334900
Separations,Baltimore City WIA,Maryland Separations by Age,2016Q1,A08,65-99,1924
Separations,Baltimore City WIA,Maryland Separations by Age,2017Q1,A08,65-99,2184
Separations,Baltimore City WIA,Maryland Separations by Age,2019Q1,A08,65-99,2183
Separations,Baltimore City WIA,Maryland Separations by Age,2020Q1,A08,65-99,4966
Separations,Baltimore City WIA,Maryland Separations by Age,2021Q1,A08,65-99,3369
Separations,Baltimore City WIA,Maryland Separations by Age,2015Q2,A08,65-99,2667
Separations,Baltimore City WIA,Maryland Separations by Age,2016Q2,A08,65-99,2725
Separations,Baltimore City WIA,Maryland Separations by Age,2017Q2,A08,65-99,2558
Separations,Baltimore City WIA,Maryland Separations by Age,2018Q2,A08,65-99,2979
Separations,Baltimore City WIA,Maryland Separations by Age,2019Q2,A08,65-99,2941
Separations,Baltimore City WIA,Maryland Separations by Age,2020Q2,A08,65-99,3462
Separations,Baltimore City WIA,Maryland Separations by Age,2021Q2,A08,65-99,2783
Separations,Baltimore City WIA,Maryland Separations by Age,2015Q3,A08,65-99,2338
Separations,Baltimore City WIA,Maryland Separations by Age,2016Q3,A08,65-99,2501
Separations,Baltimore City WIA,Maryland Separations by Age,2017Q3,A08,65-99,2560
Separations,Baltimore City WIA,Maryland Separations by Age,2018Q3,A08,65-99,2800
Separations,Baltimore City WIA,Maryland Separations by Age,2019Q3,A08,65-99,2688
Separations,Baltimore City WIA,Maryland Separations by Age,2021Q3,A08,65-99,2834
Separations,Baltimore City WIA,Maryland Separations by Age,2015Q4,A08,65-99,2992
Separations,Baltimore City WIA,Maryland Separations by Age,2016Q4,A08,65-99,3172
Separations,Baltimore City WIA,Maryland Separations by Age,2017Q4,A08,65-99,2864
Separations,Baltimore City WIA,Maryland Separations by Age,2018Q4,A08,65-99,3688
Separations,Baltimore City WIA,Maryland Separations by Age,2019Q4,A08,65-99,3278
Separations,Baltimore City WIA,Maryland Separations by Age,2020Q3,A08,65-99,2759
Separations,Baltimore City WIA,Maryland Separations by Age,2020Q4,A08,65-99,3632
Separations,Baltimore City WIA,Maryland Separations by Age,2021Q4,A08,65-99,0
Workers,Baltimore City WIA,Maryland Workers by Age,2018Q4,A08,65-99,23373
New Hires,Baltimore City WIA,Maryland New Hires by Gender,2016Q1,1,Male,16431
New Hires,Baltimore City WIA,Maryland New Hires by Gender,2018Q1,1,Male,18411
New Hires,Baltimore City WIA,Maryland New Hires by Gender,2019Q1,1,Male,16901
New Hires,Baltimore City WIA,Maryland New Hires by Gender,2020Q1,1,Male,18379
New Hires,Baltimore City WIA,Maryland New Hires by Gender,2021Q1,1,Male,16105
New Hires,Baltimore City WIA,Maryland New Hires by Gender,2015Q2,1,Male,23446
New Hires,Baltimore City WIA,Maryland New Hires by Gender,2016Q2,1,Male,21522
New Hires,Baltimore City WIA,Maryland New Hires by Gender,2017Q2,1,Male,22778
New Hires,Baltimore City WIA,Maryland New Hires by Gender,2018Q2,1,Male,21777
New Hires,Baltimore City WIA,Maryland New Hires by Gender,2019Q2,1,Male,22650
New Hires,Baltimore City WIA,Maryland New Hires by Gender,2020Q2,1,Male,19776
New Hires,Baltimore City WIA,Maryland New Hires by Gender,2021Q2,1,Male,21266
New Hires,Baltimore City WIA,Maryland New Hires by Gender,2015Q3,1,Male,23696
New Hires,Baltimore City WIA,Maryland New Hires by Gender,2016Q3,1,Male,22910
New Hires,Baltimore City WIA,Maryland New Hires by Gender,2017Q3,1,Male,25382
New Hires,Baltimore City WIA,Maryland New Hires by Gender,2018Q3,1,Male,23100
New Hires,Baltimore City WIA,Maryland New Hires by Gender,2019Q3,1,Male,23283
New Hires,Baltimore City WIA,Maryland New Hires by Gender,2020Q3,1,Male,20538
New Hires,Baltimore City WIA,Maryland New Hires by Gender,2021Q3,1,Male,25295
New Hires,Baltimore City WIA,Maryland New Hires by Gender,2015Q4,1,Male,21980
New Hires,Baltimore City WIA,Maryland New Hires by Gender,2016Q4,1,Male,20362
New Hires,Baltimore City WIA,Maryland New Hires by Gender,2017Q4,1,Male,20518
New Hires,Baltimore City WIA,Maryland New Hires by Gender,2018Q4,1,Male,21371
New Hires,Baltimore City WIA,Maryland New Hires by Gender,2019Q4,1,Male,22733
New Hires,Baltimore City WIA,Maryland New Hires by Gender,2020Q4,1,Male,20150
New Hires,Baltimore City WIA,Maryland New Hires by Gender,2021Q4,1,Male,20869
New Hires,Baltimore City WIA,Maryland New Hires by Gender,2015Q1,2,Female,16139
New Hires,Baltimore City WIA,Maryland New Hires by Gender,2016Q1,2,Female,15831
New Hires,Baltimore City WIA,Maryland New Hires by Gender,2017Q1,2,Female,19083
New Hires,Baltimore City WIA,Maryland New Hires by Gender,2018Q1,2,Female,19106
New Hires,Baltimore City WIA,Maryland New Hires by Gender,2019Q1,2,Female,18046
New Hires,Baltimore City WIA,Maryland New Hires by Gender,2020Q1,2,Female,20638
New Hires,Baltimore City WIA,Maryland New Hires by Gender,2021Q1,2,Female,18061
New Hires,Baltimore City WIA,Maryland New Hires by Gender,2015Q2,2,Female,20789
New Hires,Baltimore City WIA,Maryland New Hires by Gender,2016Q2,2,Female,21972
New Hires,Baltimore City WIA,Maryland New Hires by Gender,2017Q2,2,Female,23035
New Hires,Baltimore City WIA,Maryland New Hires by Gender,2018Q2,2,Female,23057
New Hires,Baltimore City WIA,Maryland New Hires by Gender,2019Q2,2,Female,24241
New Hires,Baltimore City WIA,Maryland New Hires by Gender,2020Q2,2,Female,20115
New Hires,Baltimore City WIA,Maryland New Hires by Gender,2021Q2,2,Female,24867
New Hires,Baltimore City WIA,Maryland New Hires by Gender,2015Q3,2,Female,25453
New Hires,Baltimore City WIA,Maryland New Hires by Gender,2016Q3,2,Female,25864
New Hires,Baltimore City WIA,Maryland New Hires by Gender,2017Q3,2,Female,26389
New Hires,Baltimore City WIA,Maryland New Hires by Gender,2018Q3,2,Female,27080
New Hires,Baltimore City WIA,Maryland New Hires by Gender,2019Q3,2,Female,27136
New Hires,Baltimore City WIA,Maryland New Hires by Gender,2020Q3,2,Female,23160
New Hires,Baltimore City WIA,Maryland New Hires by Gender,2021Q3,2,Female,31331
New Hires,Baltimore City WIA,Maryland New Hires by Gender,2015Q4,2,Female,24178
New Hires,Baltimore City WIA,Maryland New Hires by Gender,2016Q4,2,Female,22946
New Hires,Baltimore City WIA,Maryland New Hires by Gender,2017Q4,2,Female,22194
New Hires,Baltimore City WIA,Maryland New Hires by Gender,2018Q4,2,Female,24221
New Hires,Baltimore City WIA,Maryland New Hires by Gender,2019Q4,2,Female,25763
New Hires,Baltimore City WIA,Maryland New Hires by Gender,2020Q4,2,Female,23902
New Hires,Baltimore City WIA,Maryland New Hires by Gender,2021Q4,2,Female,26020
Earnings,Baltimore City WIA,Maryland Average Monthly Earnings by Age,2015Q1,A08,65-99,4993
Earnings,Baltimore City WIA,Maryland Average Monthly Earnings by Age,2016Q1,A08,65-99,5013
Earnings,Baltimore City WIA,Maryland Average Monthly Earnings by Age,2017Q1,A08,65-99,5286
Earnings,Baltimore City WIA,Maryland Average Monthly Earnings by Age,2018Q1,A08,65-99,5359
Earnings,Baltimore City WIA,Maryland Average Monthly Earnings by Age,2019Q1,A08,65-99,5393
Earnings,Baltimore City WIA,Maryland Average Monthly Earnings by Age,2020Q1,A08,65-99,5926
Earnings,Baltimore City WIA,Maryland Average Monthly Earnings by Age,2021Q1,A08,65-99,5888
Earnings,Baltimore City WIA,Maryland Average Monthly Earnings by Age,2015Q2,A08,65-99,4958
Earnings,Baltimore City WIA,Maryland Average Monthly Earnings by Age,2016Q2,A08,65-99,5112
Earnings,Baltimore City WIA,Maryland Average Monthly Earnings by Age,2017Q2,A08,65-99,5360
Earnings,Baltimore City WIA,Maryland Average Monthly Earnings by Age,2018Q2,A08,65-99,5401
Earnings,Baltimore City WIA,Maryland Average Monthly Earnings by Age,2019Q2,A08,65-99,5592
Earnings,Baltimore City WIA,Maryland Average Monthly Earnings by Age,2020Q2,A08,65-99,5912
Earnings,Baltimore City WIA,Maryland Average Monthly Earnings by Age,2021Q2,A08,65-99,5898
Earnings,Baltimore City WIA,Maryland Average Monthly Earnings by Age,2015Q3,A08,65-99,5053
Earnings,Baltimore City WIA,Maryland Average Monthly Earnings by Age,2016Q3,A08,65-99,5347
Earnings,Baltimore City WIA,Maryland Average Monthly Earnings by Age,2017Q3,A08,65-99,5184
Earnings,Baltimore City WIA,Maryland Average Monthly Earnings by Age,2018Q3,A08,65-99,5405
Earnings,Baltimore City WIA,Maryland Average Monthly Earnings by Age,2019Q3,A08,65-99,5365
Earnings,Baltimore City WIA,Maryland Average Monthly Earnings by Age,2020Q3,A08,65-99,6020
Earnings,Baltimore City WIA,Maryland Average Monthly Earnings by Age,2021Q3,A08,65-99,6180
Earnings,Baltimore City WIA,Maryland Average Monthly Earnings by Age,2015Q4,A08,65-99,6196
Earnings,Baltimore City WIA,Maryland Average Monthly Earnings by Age,2016Q4,A08,65-99,6070
Earnings,Baltimore City WIA,Maryland Average Monthly Earnings by Age,2017Q4,A08,65-99,6043
Earnings,Baltimore City WIA,Maryland Average Monthly Earnings by Age,2018Q4,A08,65-99,6050
Earnings,Baltimore City WIA,Maryland Average Monthly Earnings by Age,2019Q4,A08,65-99,6211
Earnings,Baltimore City WIA,Maryland Average Monthly Earnings by Age,2020Q4,A08,65-99,7159
Earnings,Baltimore City WIA,Maryland Average Monthly Earnings by Age,2021Q4,A08,65-99,0
Job change,Baltimore City WIA,Maryland Job Net Change by Education All,2015Q1,E0,All Education Categories,3161
Job change,Baltimore City WIA,Maryland Job Net Change by Education All,2016Q1,E0,All Education Categories,-1459
Job change,Baltimore City WIA,Maryland Job Net Change by Education All,2017Q1,E0,All Education Categories,1657
Job change,Baltimore City WIA,Maryland Job Net Change by Education All,2018Q1,E0,All Education Categories,1144
Job change,Baltimore City WIA,Maryland Job Net Change by Education All,2019Q1,E0,All Education Categories,716
Job change,Baltimore City WIA,Maryland Job Net Change by Education All,2020Q1,E0,All Education Categories,-18728
Job change,Baltimore City WIA,Maryland Job Net Change by Education All,2021Q1,E0,All Education Categories,-9703
Job change,Baltimore City WIA,Maryland Job Net Change by Education All,2015Q2,E0,All Education Categories,2782
Job change,Baltimore City WIA,Maryland Job Net Change by Education All,2016Q2,E0,All Education Categories,4861
Job change,Baltimore City WIA,Maryland Job Net Change by Education All,2017Q2,E0,All Education Categories,6713
Job change,Baltimore City WIA,Maryland Job Net Change by Education All,2018Q2,E0,All Education Categories,2118
Job change,Baltimore City WIA,Maryland Job Net Change by Education All,2019Q2,E0,All Education Categories,4496
Job change,Baltimore City WIA,Maryland Job Net Change by Education All,2020Q2,E0,All Education Categories,-6179
Job change,Baltimore City WIA,Maryland Job Net Change by Education All,2021Q2,E0,All Education Categories,-3757
Job change,Baltimore City WIA,Maryland Job Net Change by Education All,2015Q3,E0,All Education Categories,3133
Job change,Baltimore City WIA,Maryland Job Net Change by Education All,2016Q3,E0,All Education Categories,-1372
Job change,Baltimore City WIA,Maryland Job Net Change by Education All,2017Q3,E0,All Education Categories,1117
Job change,Baltimore City WIA,Maryland Job Net Change by Education All,2018Q3,E0,All Education Categories,1593
