2017Q1,TANF Workers,,,"Washington County, Maryland",132,,,,,
2017Q2,TANF Workers,,,"Washington County, Maryland",146,,,,,
2017Q3,TANF Workers,,,"Washington County, Maryland",105,,,,,
2017Q4,TANF Workers,,,"Washington County, Maryland",121,,,,,
2018Q1,TANF Workers,,,"Washington County, Maryland",96,,,,,
2018Q2,TANF Workers,,,"Washington County, Maryland",131,,,,,
2018Q3,TANF Workers,,,"Washington County, Maryland",109,,,,,
2018Q4,TANF Workers,,,"Washington County, Maryland",118,,,,,
2019Q1,TANF Workers,,,"Washington County, Maryland",91,,,,,
2019Q2,TANF Workers,,,"Washington County, Maryland",127,,,,,
2019Q3,TANF Workers,,,"Washington County, Maryland",124,,,,,
2019Q4,TANF Workers,,,"Washington County, Maryland",117,,,,,
2020Q1,TANF Workers,,,"Washington County, Maryland",120,,,,,
2020Q2,TANF Workers,,,"Washington County, Maryland",129,,,,,
2020Q3,TANF Workers,,,"Washington County, Maryland",126,,,,,
2020Q4,TANF Workers,,,"Washington County, Maryland",119,,,,,
2021Q1,TANF Workers,,,"Washington County, Maryland",122,,,,,
2015Q3,TANF Workers,,,"Wicomico County, Maryland",165,,,,,
2015Q4,TANF Workers,,,"Wicomico County, Maryland",178,,,,,
2016Q1,TANF Workers,,,"Wicomico County, Maryland",136,,,,,
2016Q2,TANF Workers,,,"Wicomico County, Maryland",173,,,,,
2016Q3,TANF Workers,,,"Wicomico County, Maryland",163,,,,,
2016Q4,TANF Workers,,,"Wicomico County, Maryland",155,,,,,
2017Q1,TANF Workers,,,"Wicomico County, Maryland",124,,,,,
2017Q2,TANF Workers,,,"Wicomico County, Maryland",150,,,,,
2017Q3,TANF Workers,,,"Wicomico County, Maryland",131,,,,,
2017Q4,TANF Workers,,,"Wicomico County, Maryland",141,,,,,
2018Q1,TANF Workers,,,"Wicomico County, Maryland",103,,,,,
2018Q2,TANF Workers,,,"Wicomico County, Maryland",126,,,,,
2018Q3,TANF Workers,,,"Wicomico County, Maryland",140,,,,,
2018Q4,TANF Workers,,,"Wicomico County, Maryland",133,,,,,
2019Q1,TANF Workers,,,"Wicomico County, Maryland",99,,,,,
2019Q2,TANF Workers,,,"Wicomico County, Maryland",110,,,,,
2019Q3,TANF Workers,,,"Wicomico County, Maryland",103,,,,,
2019Q4,TANF Workers,,,"Wicomico County, Maryland",91,,,,,
2020Q1,TANF Workers,,,"Wicomico County, Maryland",112,,,,,
2020Q2,TANF Workers,,,"Wicomico County, Maryland",142,,,,,
2020Q3,TANF Workers,,,"Wicomico County, Maryland",162,,,,,
2020Q4,TANF Workers,,,"Wicomico County, Maryland",136,,,,,
2021Q1,TANF Workers,,,"Wicomico County, Maryland",103,,,,,
2015Q3,TANF Workers,,,"Worcester County, Maryland",17,,,,,
2015Q4,TANF Workers,,,"Worcester County, Maryland",4,,,,,
2016Q1,TANF Workers,,,"Worcester County, Maryland",12,,,,,
2016Q2,TANF Workers,,,"Worcester County, Maryland",17,,,,,
2016Q3,TANF Workers,,,"Worcester County, Maryland",15,,,,,
2016Q4,TANF Workers,,,"Worcester County, Maryland",14,,,,,
2017Q1,TANF Workers,,,"Worcester County, Maryland",15,,,,,
2017Q2,TANF Workers,,,"Worcester County, Maryland",20,,,,,
2017Q3,TANF Workers,,,"Worcester County, Maryland",10,,,,,
2017Q4,TANF Workers,,,"Worcester County, Maryland",14,,,,,
2018Q1,TANF Workers,,,"Worcester County, Maryland",22,,,,,
2018Q2,TANF Workers,,,"Worcester County, Maryland",18,,,,,
2018Q3,TANF Workers,,,"Worcester County, Maryland",14,,,,,
2018Q4,TANF Workers,,,"Worcester County, Maryland",14,,,,,
2021Q1,TANF Workers,,,"Worcester County, Maryland",41,,,,,
2019Q1,TANF Workers,,,"Worcester County, Maryland",12,,,,,
2019Q2,TANF Workers,,,"Worcester County, Maryland",16,,,,,
2019Q3,TANF Workers,,,"Worcester County, Maryland",17,,,,,
2019Q4,TANF Workers,,,"Worcester County, Maryland",11,,,,,
2020Q1,TANF Workers,,,"Worcester County, Maryland",22,,,,,
2020Q2,TANF Workers,,,"Worcester County, Maryland",33,,,,,
2020Q3,TANF Workers,,,"Worcester County, Maryland",33,,,,,
2020Q4,TANF Workers,,,"Worcester County, Maryland",46,,,,,
2015Q3,Percent of Workers in TANF (%),,,"Allegany County, Maryland",0.351778651,0.0035177865,,,,,
2015Q4,Percent of Workers in TANF (%),,,"Allegany County, Maryland",0.312511373,0.0031251137,,,,,
2016Q1,Percent of Workers in TANF (%),,,"Allegany County, Maryland",0.276741668,0.0027674167,,,,,
2016Q2,Percent of Workers in TANF (%),,,"Allegany County, Maryland",0.232600603,0.0023260060,,,,,
2016Q3,Percent of Workers in TANF (%),,,"Allegany County, Maryland",0.236017487,0.0023601749,,,,,
2016Q4,Percent of Workers in TANF (%),,,"Allegany County, Maryland",0.267980314,0.0026798031,,,,,
2017Q1,Percent of Workers in TANF (%),,,"Allegany County, Maryland",0.138056714,0.0013805671,,,,,
2017Q2,Percent of Workers in TANF (%),,,"Allegany County, Maryland",0.168651322,0.0016865132,,,,,
2017Q3,Percent of Workers in TANF (%),,,"Allegany County, Maryland",0.177479981,0.0017747998,,,,,
2017Q4,Percent of Workers in TANF (%),,,"Allegany County, Maryland",0.169057161,0.0016905716,,,,,
2018Q1,Percent of Workers in TANF (%),,,"Allegany County, Maryland",0.175722287,0.0017572229,,,,,
2018Q2,Percent of Workers in TANF (%),,,"Allegany County, Maryland",0.196953732,0.0019695373,,,,,
2018Q3,Percent of Workers in TANF (%),,,"Allegany County, Maryland",0.217253933,0.0021725393,,,,,
2018Q4,Percent of Workers in TANF (%),,,"Allegany County, Maryland",0.178870588,0.0017887059,,,,,
2019Q1,Percent of Workers in TANF (%),,,"Allegany County, Maryland",0.162458728,0.0016245873,,,,,
2019Q2,Percent of Workers in TANF (%),,,"Allegany County, Maryland",0.236286654,0.0023628665,,,,,
2019Q3,Percent of Workers in TANF (%),,,"Allegany County, Maryland",0.196862824,0.0019686282,,,,,
2019Q4,Percent of Workers in TANF (%),,,"Allegany County, Maryland",0.161196353,0.0016119635,,,,,
2020Q1,Percent of Workers in TANF (%),,,"Allegany County, Maryland",0.16792644,0.0016792644,,,,,
2020Q2,Percent of Workers in TANF (%),,,"Allegany County, Maryland",0.221124335,0.0022112434,,,,,
2020Q3,Percent of Workers in TANF (%),,,"Allegany County, Maryland",0.23427472,0.0023427472,,,,,
2020Q4,Percent of Workers in TANF (%),,,"Allegany County, Maryland",0.327994448,0.0032799445,,,,,
2021Q1,Percent of Workers in TANF (%),,,"Allegany County, Maryland",0.26174976,0.0026174976,,,,,
2015Q3,Percent of Workers in TANF (%),,,"Anne Arundel County, Maryland",1.239042584,0.0123904258,,,,,
2015Q4,Percent of Workers in TANF (%),,,"Anne Arundel County, Maryland",1.43201414,0.0143201414,,,,,
2016Q1,Percent of Workers in TANF (%),,,"Anne Arundel County, Maryland",1.038783941,0.0103878394,,,,,
2016Q2,Percent of Workers in TANF (%),,,"Anne Arundel County, Maryland",1.031196005,0.0103119601,,,,,
2016Q3,Percent of Workers in TANF (%),,,"Anne Arundel County, Maryland",1.081112358,0.0108111236,,,,,
2016Q4,Percent of Workers in TANF (%),,,"Anne Arundel County, Maryland",1.083572574,0.0108357257,,,,,
2017Q1,Percent of Workers in TANF (%),,,"Anne Arundel County, Maryland",0.915118788,0.0091511879,,,,,
2017Q2,Percent of Workers in TANF (%),,,"Anne Arundel County, Maryland",1.008074949,0.0100807495,,,,,
2017Q3,Percent of Workers in TANF (%),,,"Anne Arundel County, Maryland",0.985580318,0.0098558032,,,,,
2017Q4,Percent of Workers in TANF (%),,,"Anne Arundel County, Maryland",1.187242332,0.0118724233,,,,,
2018Q1,Percent of Workers in TANF (%),,,"Anne Arundel County, Maryland",0.972329988,0.0097232999,,,,,
2018Q2,Percent of Workers in TANF (%),,,"Anne Arundel County, Maryland",0.840840932,0.0084084093,,,,,
2018Q3,Percent of Workers in TANF (%),,,"Anne Arundel County, Maryland",0.839049671,0.0083904967,,,,,
2018Q4,Percent of Workers in TANF (%),,,"Anne Arundel County, Maryland",0.947633542,0.0094763354,,,,,
2019Q1,Percent of Workers in TANF (%),,,"Anne Arundel County, Maryland",0.820029769,0.0082002977,,,,,
2019Q2,Percent of Workers in TANF (%),,,"Anne Arundel County, Maryland",0.825127998,0.0082512800,,,,,
2019Q3,Percent of Workers in TANF (%),,,"Anne Arundel County, Maryland",0.843167189,0.0084316719,,,,,
2019Q4,Percent of Workers in TANF (%),,,"Anne Arundel County, Maryland",0.909607993,0.0090960799,,,,,
2020Q1,Percent of Workers in TANF (%),,,"Anne Arundel County, Maryland",0.984127046,0.0098412705,,,,,
2020Q2,Percent of Workers in TANF (%),,,"Anne Arundel County, Maryland",1.449592865,0.0144959287,,,,,
2020Q3,Percent of Workers in TANF (%),,,"Anne Arundel County, Maryland",1.47551973,0.0147551973,,,,,
2020Q4,Percent of Workers in TANF (%),,,"Anne Arundel County, Maryland",1.376766817,0.0137676682,,,,,
2021Q1,Percent of Workers in TANF (%),,,"Anne Arundel County, Maryland",1.433391541,0.0143339154,,,,,
2015Q3,Percent of Workers in TANF (%),,,"Baltimore County, Maryland",2.947123369,0.0294712337,,,,,
2015Q4,Percent of Workers in TANF (%),,,"Baltimore County, Maryland",3.10929037,0.0310929037,,,,,
2016Q1,Percent of Workers in TANF (%),,,"Baltimore County, Maryland",2.161793607,0.0216179361,,,,,
2016Q2,Percent of Workers in TANF (%),,,"Baltimore County, Maryland",2.31049932,0.0231049932,,,,,
2016Q3,Percent of Workers in TANF (%),,,"Baltimore County, Maryland",2.584772152,0.0258477215,,,,,
2016Q4,Percent of Workers in TANF (%),,,"Baltimore County, Maryland",2.652616731,0.0265261673,,,,,
2017Q1,Percent of Workers in TANF (%),,,"Baltimore County, Maryland",2.027461453,0.0202746145,,,,,
2017Q2,Percent of Workers in TANF (%),,,"Baltimore County, Maryland",2.219298081,0.0221929808,,,,,
2017Q3,Percent of Workers in TANF (%),,,"Baltimore County, Maryland",2.107102749,0.0210710275,,,,,
2017Q4,Percent of Workers in TANF (%),,,"Baltimore County, Maryland",2.581963906,0.0258196391,,,,,
2018Q1,Percent of Workers in TANF (%),,,"Baltimore County, Maryland",2.057903227,0.0205790323,,,,,
2018Q2,Percent of Workers in TANF (%),,,"Baltimore County, Maryland",2.007413035,0.0200741304,,,,,
2018Q3,Percent of Workers in TANF (%),,,"Baltimore County, Maryland",2.022709029,0.0202270903,,,,,
2018Q4,Percent of Workers in TANF (%),,,"Baltimore County, Maryland",2.214950689,0.0221495069,,,,,
2019Q1,Percent of Workers in TANF (%),,,"Baltimore County, Maryland",1.674872122,0.0167487212,,,,,
2019Q2,Percent of Workers in TANF (%),,,"Baltimore County, Maryland",1.774025196,0.0177402520,,,,,
2019Q3,Percent of Workers in TANF (%),,,"Baltimore County, Maryland",2.005772167,0.0200577217,,,,,
2019Q4,Percent of Workers in TANF (%),,,"Baltimore County, Maryland",2.19917882,0.0219917882,,,,,
2020Q1,Percent of Workers in TANF (%),,,"Baltimore County, Maryland",1.917485634,0.0191748563,,,,,
2020Q2,Percent of Workers in TANF (%),,,"Baltimore County, Maryland",3.329149716,0.0332914972,,,,,
2020Q3,Percent of Workers in TANF (%),,,"Baltimore County, Maryland",3.053791531,0.0305379153,,,,,
2020Q4,Percent of Workers in TANF (%),,,"Baltimore County, Maryland",3.292092418,0.0329209242,,,,,
2021Q1,Percent of Workers in TANF (%),,,"Baltimore County, Maryland",2.870937841,0.0287093784,,,,,
2015Q3,Percent of Workers in TANF (%),,,"Baltimore City, Maryland",9.646552354,0.0964655235,,,,,
2015Q4,Percent of Workers in TANF (%),,,"Baltimore City, Maryland",10.83504621,0.1083504621,,,,,
2016Q1,Percent of Workers in TANF (%),,,"Baltimore City, Maryland",7.776841936,0.0777684194,,,,,
2016Q2,Percent of Workers in TANF (%),,,"Baltimore City, Maryland",8.528688764,0.0852868876,,,,,
2016Q3,Percent of Workers in TANF (%),,,"Baltimore City, Maryland",9.231329113,0.0923132911,,,,,
2016Q4,Percent of Workers in TANF (%),,,"Baltimore City, Maryland",9.985179524,0.0998517952,,,,,
2017Q1,Percent of Workers in TANF (%),,,"Baltimore City, Maryland",7.175004635,0.0717500463,,,,,
2017Q2,Percent of Workers in TANF (%),,,"Baltimore City, Maryland",7.3899943,0.0738999430,,,,,
2017Q3,Percent of Workers in TANF (%),,,"Baltimore City, Maryland",6.528997586,0.0652899759,,,,,
2017Q4,Percent of Workers in TANF (%),,,"Baltimore City, Maryland",8.060952791,0.0806095279,,,,,
2018Q1,Percent of Workers in TANF (%),,,"Baltimore City, Maryland",6.087801007,0.0608780101,,,,,
2018Q2,Percent of Workers in TANF (%),,,"Baltimore City, Maryland",6.041176965,0.0604117697,,,,,
2018Q3,Percent of Workers in TANF (%),,,"Baltimore City, Maryland",6.498889196,0.0649888920,,,,,
2018Q4,Percent of Workers in TANF (%),,,"Baltimore City, Maryland",6.595377223,0.0659537722,,,,,
2019Q1,Percent of Workers in TANF (%),,,"Baltimore City, Maryland",4.405725974,0.0440572597,,,,,
2019Q2,Percent of Workers in TANF (%),,,"Baltimore City, Maryland",5.05953486,0.0505953486,,,,,
2019Q3,Percent of Workers in TANF (%),,,"Baltimore City, Maryland",5.393298492,0.0539329849,,,,,
2019Q4,Percent of Workers in TANF (%),,,"Baltimore City, Maryland",6.037187231,0.0603718723,,,,,
2020Q1,Percent of Workers in TANF (%),,,"Baltimore City, Maryland",4.600403414,0.0460040341,,,,,
2020Q2,Percent of Workers in TANF (%),,,"Baltimore City, Maryland",11.95709369,0.1195709369,,,,,
2020Q3,Percent of Workers in TANF (%),,,"Baltimore City, Maryland",12.49054167,0.1249054167,,,,,
2020Q4,Percent of Workers in TANF (%),,,"Baltimore City, Maryland",11.58508783,0.1158508783,,,,,
2021Q1,Percent of Workers in TANF (%),,,"Baltimore City, Maryland",7.545040694,0.0754504069,,,,,
2015Q3,Percent of Workers in TANF (%),,,"Calvert County, Maryland",0.121168202,0.0012116820,,,,,
2015Q4,Percent of Workers in TANF (%),,,"Calvert County, Maryland",0.106807684,0.0010680768,,,,,
2016Q1,Percent of Workers in TANF (%),,,"Calvert County, Maryland",0.084225725,0.0008422572,,,,,
2016Q2,Percent of Workers in TANF (%),,,"Calvert County, Maryland",0.104670271,0.0010467027,,,,,
2016Q3,Percent of Workers in TANF (%),,,"Calvert County, Maryland",0.068521206,0.0006852121,,,,,
2016Q4,Percent of Workers in TANF (%),,,"Calvert County, Maryland",0.077675453,0.0007767545,,,,,
2017Q1,Percent of Workers in TANF (%),,,"Calvert County, Maryland",0.074945073,0.0007494507,,,,,
2017Q2,Percent of Workers in TANF (%),,,"Calvert County, Maryland",0.09199163,0.0009199163,,,,,
2017Q3,Percent of Workers in TANF (%),,,"Calvert County, Maryland",0.101956585,0.0010195658,,,,,
2017Q4,Percent of Workers in TANF (%),,,"Calvert County, Maryland",0.096055205,0.0009605520,,,,,
2018Q1,Percent of Workers in TANF (%),,,"Calvert County, Maryland",0.062479035,0.0006247904,,,,,
2018Q2,Percent of Workers in TANF (%),,,"Calvert County, Maryland",0.053026005,0.0005302600,,,,,
2018Q3,Percent of Workers in TANF (%),,,"Calvert County, Maryland",0.04494909,0.0004494909,,,,,
2018Q4,Percent of Workers in TANF (%),,,"Calvert County, Maryland",0.072309387,0.0007230939,,,,,
2019Q1,Percent of Workers in TANF (%),,,"Calvert County, Maryland",0.058020974,0.0005802097,,,,,
2019Q2,Percent of Workers in TANF (%),,,"Calvert County, Maryland",0.0412564,0.0004125640,,,,,
2019Q3,Percent of Workers in TANF (%),,,"Calvert County, Maryland",0.048287108,0.0004828711,,,,,
2019Q4,Percent of Workers in TANF (%),,,"Calvert County, Maryland",0.057570126,0.0005757013,,,,,
2020Q1,Percent of Workers in TANF (%),,,"Calvert County, Maryland",0.089821119,0.0008982112,,,,,
2020Q2,Percent of Workers in TANF (%),,,"Calvert County, Maryland",0.163795804,0.0016379580,,,,,
2020Q3,Percent of Workers in TANF (%),,,"Calvert County, Maryland",0.147962981,0.0014796298,,,,,
2020Q4,Percent of Workers in TANF (%),,,"Calvert County, Maryland",0.149824624,0.0014982462,,,,,
2021Q1,Percent of Workers in TANF (%),,,"Calvert County, Maryland",0.099714194,0.0009971419,,,,,
2015Q3,Percent of Workers in TANF (%),,,"Caroline County, Maryland",0.082081685,0.0008208169,,,,,
2015Q4,Percent of Workers in TANF (%),,,"Caroline County, Maryland",0.067249283,0.0006724928,,,,,
2016Q1,Percent of Workers in TANF (%),,,"Caroline County, Maryland",0.048128986,0.0004812899,,,,,
2016Q2,Percent of Workers in TANF (%),,,"Caroline County, Maryland",0.077533534,0.0007753353,,,,,
2016Q3,Percent of Workers in TANF (%),,,"Caroline County, Maryland",0.068521206,0.0006852121,,,,,
2016Q4,Percent of Workers in TANF (%),,,"Caroline County, Maryland",0.038837727,0.0003883773,,,,,
2017Q1,Percent of Workers in TANF (%),,,"Caroline County, Maryland",0.03155582,0.0003155582,,,,,
2017Q2,Percent of Workers in TANF (%),,,"Caroline County, Maryland",0.042162831,0.0004216283,,,,,
2017Q3,Percent of Workers in TANF (%),,,"Caroline County, Maryland",0.052866377,0.0005286638,,,,,
2017Q4,Percent of Workers in TANF (%),,,"Caroline County, Maryland",0.061475331,0.0006147533,,,,,
2018Q1,Percent of Workers in TANF (%),,,"Caroline County, Maryland",0.070288915,0.0007028891,,,,,
2018Q2,Percent of Workers in TANF (%),,,"Caroline County, Maryland",0.098476866,0.0009847687,,,,,
2018Q3,Percent of Workers in TANF (%),,,"Caroline County, Maryland",0.101135451,0.0010113545,,,,,
2018Q4,Percent of Workers in TANF (%),,,"Caroline County, Maryland",0.06850363,0.0006850363,,,,,
2019Q1,Percent of Workers in TANF (%),,,"Caroline County, Maryland",0.073493234,0.0007349323,,,,,
2019Q2,Percent of Workers in TANF (%),,,"Caroline County, Maryland",0.052508145,0.0005250815,,,,,
2019Q3,Percent of Workers in TANF (%),,,"Caroline County, Maryland",0.055715894,0.0005571589,,,,,
2019Q4,Percent of Workers in TANF (%),,,"Caroline County, Maryland",0.042218093,0.0004221809,,,,,
2020Q1,Percent of Workers in TANF (%),,,"Caroline County, Maryland",0.078105321,0.0007810532,,,,,
2020Q2,Percent of Workers in TANF (%),,,"Caroline County, Maryland",0.102372377,0.0010237238,,,,,
2020Q3,Percent of Workers in TANF (%),,,"Caroline County, Maryland",0.057541159,0.0005754116,,,,,
2020Q4,Percent of Workers in TANF (%),,,"Caroline County, Maryland",0.040493142,0.0004049314,,,,,
2021Q1,Percent of Workers in TANF (%),,,"Caroline County, Maryland",0.037392823,0.0003739282,,,,,
2015Q3,Percent of Workers in TANF (%),,,"Carroll County, Maryland",0.148528764,0.0014852876,,,,,
2015Q4,Percent of Workers in TANF (%),,,"Carroll County, Maryland",0.138454406,0.0013845441,,,,,
2016Q1,Percent of Workers in TANF (%),,,"Carroll County, Maryland",0.124333213,0.0012433321,,,,,
2016Q2,Percent of Workers in TANF (%),,,"Carroll County, Maryland",0.124053655,0.0012405365,,,,,
2016Q3,Percent of Workers in TANF (%),,,"Carroll County, Maryland",0.129428944,0.0012942894,,,,,
2016Q4,Percent of Workers in TANF (%),,,"Carroll County, Maryland",0.112629407,0.0011262941,,,,,
2017Q1,Percent of Workers in TANF (%),,,"Carroll County, Maryland",0.063111641,0.0006311164,,,,,
2017Q2,Percent of Workers in TANF (%),,,"Carroll County, Maryland",0.057494769,0.0005749477,,,,,
2017Q3,Percent of Workers in TANF (%),,,"Carroll County, Maryland",0.079299566,0.0007929957,,,,,
2017Q4,Percent of Workers in TANF (%),,,"Carroll County, Maryland",0.076844164,0.0007684416,,,,,
2018Q1,Percent of Workers in TANF (%),,,"Carroll County, Maryland",0.101528432,0.0010152843,,,,,
2018Q2,Percent of Workers in TANF (%),,,"Carroll County, Maryland",0.113627153,0.0011362715,,,,,
2018Q3,Percent of Workers in TANF (%),,,"Carroll County, Maryland",0.097389694,0.0009738969,,,,,
2018Q4,Percent of Workers in TANF (%),,,"Carroll County, Maryland",0.076115144,0.0007611514,,,,,
2019Q1,Percent of Workers in TANF (%),,,"Carroll County, Maryland",0.046416779,0.0004641678,,,,,
2019Q2,Percent of Workers in TANF (%),,,"Carroll County, Maryland",0.045006982,0.0004500698,,,,,
2019Q3,Percent of Workers in TANF (%),,,"Carroll County, Maryland",0.055715894,0.0005571589,,,,,
2019Q4,Percent of Workers in TANF (%),,,"Carroll County, Maryland",0.084436185,0.0008443619,,,,,
2020Q1,Percent of Workers in TANF (%),,,"Carroll County, Maryland",0.078105321,0.0007810532,,,,,
2020Q2,Percent of Workers in TANF (%),,,"Carroll County, Maryland",0.167890699,0.0016789070,,,,,
2020Q3,Percent of Workers in TANF (%),,,"Carroll County, Maryland",0.090421822,0.0009042182,,,,,
2020Q4,Percent of Workers in TANF (%),,,"Carroll County, Maryland",0.036443828,0.0003644383,,,,,
2021Q1,Percent of Workers in TANF (%),,,"Carroll County, Maryland",0.058166613,0.0005816661,,,,,
2015Q3,Percent of Workers in TANF (%),,,"Cecil County, Maryland",0.316600786,0.0031660079,,,,,
2015Q4,Percent of Workers in TANF (%),,,"Cecil County, Maryland",0.296688012,0.0029668801,,,,,
2016Q1,Percent of Workers in TANF (%),,,"Cecil County, Maryland",0.276741668,0.0027674167,,,,,
2016Q2,Percent of Workers in TANF (%),,,"Cecil County, Maryland",0.290750753,0.0029075075,,,,,
2016Q3,Percent of Workers in TANF (%),,,"Cecil County, Maryland",0.266471356,0.0026647136,,,,,
2016Q4,Percent of Workers in TANF (%),,,"Cecil County, Maryland",0.236910133,0.0023691013,,,,,
2017Q1,Percent of Workers in TANF (%),,,"Cecil County, Maryland",0.201168354,0.0020116835,,,,,
2017Q2,Percent of Workers in TANF (%),,,"Cecil County, Maryland",0.260642953,0.0026064295,,,,,
2017Q3,Percent of Workers in TANF (%),,,"Cecil County, Maryland",0.226570188,0.0022657019,,,,,
2017Q4,Percent of Workers in TANF (%),,,"Cecil County, Maryland",0.215163659,0.0021516366,,,,,
2018Q1,Percent of Workers in TANF (%),,,"Cecil County, Maryland",0.164007468,0.0016400747,,,,,
2018Q2,Percent of Workers in TANF (%),,,"Cecil County, Maryland",0.185591016,0.0018559102,,,,,
2018Q3,Percent of Workers in TANF (%),,,"Cecil County, Maryland",0.187287873,0.0018728787,,,,,
2018Q4,Percent of Workers in TANF (%),,,"Cecil County, Maryland",0.220733917,0.0022073392,,,,,
2019Q1,Percent of Workers in TANF (%),,,"Cecil County, Maryland",0.177930988,0.0017793099,,,,,
2019Q2,Percent of Workers in TANF (%),,,"Cecil County, Maryland",0.236286654,0.0023628665,,,,,
2019Q3,Percent of Workers in TANF (%),,,"Cecil County, Maryland",0.170862073,0.0017086207,,,,,
2019Q4,Percent of Workers in TANF (%),,,"Cecil County, Maryland",0.161196353,0.0016119635,,,,,
2020Q1,Percent of Workers in TANF (%),,,"Cecil County, Maryland",0.195263303,0.0019526330,,,,,
2020Q2,Percent of Workers in TANF (%),,,"Cecil County, Maryland",0.311212028,0.0031121203,,,,,
2020Q3,Percent of Workers in TANF (%),,,"Cecil County, Maryland",0.308256211,0.0030825621,,,,,
2020Q4,Percent of Workers in TANF (%),,,"Cecil County, Maryland",0.29155062,0.0029155062,,,,,
2021Q1,Percent of Workers in TANF (%),,,"Cecil County, Maryland",0.228511695,0.0022851170,,,,,
2015Q3,Percent of Workers in TANF (%),,,"Charles County, Maryland",0.316600786,0.0031660079,,,,,
2015Q4,Percent of Workers in TANF (%),,,"Charles County, Maryland",0.328334734,0.0032833473,,,,,
2016Q1,Percent of Workers in TANF (%),,,"Charles County, Maryland",0.284763165,0.0028476317,,,,,
2016Q2,Percent of Workers in TANF (%),,,"Charles County, Maryland",0.290750753,0.0029075075,,,,,
2016Q3,Percent of Workers in TANF (%),,,"Charles County, Maryland",0.289311758,0.0028931176,,,,,
2016Q4,Percent of Workers in TANF (%),,,"Charles County, Maryland",0.302934268,0.0030293427,,,,,
2017Q1,Percent of Workers in TANF (%),,,"Charles County, Maryland",0.213001787,0.0021300179,,,,,
2017Q2,Percent of Workers in TANF (%),,,"Charles County, Maryland",0.226146091,0.0022614609,,,,,
2017Q3,Percent of Workers in TANF (%),,,"Charles County, Maryland",0.253003377,0.0025300338,,,,,
2017Q4,Percent of Workers in TANF (%),,,"Charles County, Maryland",0.238216908,0.0023821691,,,,,
2018Q1,Percent of Workers in TANF (%),,,"Charles County, Maryland",0.175722287,0.0017572229,,,,,
2018Q2,Percent of Workers in TANF (%),,,"Charles County, Maryland",0.181803445,0.0018180344,,,,,
2018Q3,Percent of Workers in TANF (%),,,"Charles County, Maryland",0.217253933,0.0021725393,,,,,
2018Q4,Percent of Workers in TANF (%),,,"Charles County, Maryland",0.228345432,0.0022834543,,,,,
2019Q1,Percent of Workers in TANF (%),,,"Charles County, Maryland",0.135382273,0.0013538227,,,,,
2019Q2,Percent of Workers in TANF (%),,,"Charles County, Maryland",0.251288981,0.0025128898,,,,,
2019Q3,Percent of Workers in TANF (%),,,"Charles County, Maryland",0.196862824,0.0019686282,,,,,
2019Q4,Percent of Workers in TANF (%),,,"Charles County, Maryland",0.188062412,0.0018806241,,,,,
2020Q1,Percent of Workers in TANF (%),,,"Charles County, Maryland",0.242126495,0.0024212650,,,,,
2020Q2,Percent of Workers in TANF (%),,,"Charles County, Maryland",0.315306923,0.0031530692,,,,,
2020Q3,Percent of Workers in TANF (%),,,"Charles County, Maryland",0.254825134,0.0025482513,,,,,
2020Q4,Percent of Workers in TANF (%),,,"Charles County, Maryland",0.238909536,0.0023890954,,,,,
2021Q1,Percent of Workers in TANF (%),,,"Charles County, Maryland",0.232666453,0.0023266645,,,,,
2015Q3,Percent of Workers in TANF (%),,,"Dorchester County, Maryland",0.32441809,0.0032441809,,,,,
2015Q4,Percent of Workers in TANF (%),,,"Dorchester County, Maryland",0.284820492,0.0028482049,,,,,
2016Q1,Percent of Workers in TANF (%),,,"Dorchester County, Maryland",0.208558938,0.0020855894,,,,,
2016Q2,Percent of Workers in TANF (%),,,"Dorchester County, Maryland",0.170573775,0.0017057378,,,,,
2016Q3,Percent of Workers in TANF (%),,,"Dorchester County, Maryland",0.140849145,0.0014084915,,,,,
2016Q4,Percent of Workers in TANF (%),,,"Dorchester County, Maryland",0.159234679,0.0015923468,,,,,
2017Q1,Percent of Workers in TANF (%),,,"Dorchester County, Maryland",0.118334326,0.0011833433,,,,,
2017Q2,Percent of Workers in TANF (%),,,"Dorchester County, Maryland",0.095824615,0.0009582461,,,,,
2017Q3,Percent of Workers in TANF (%),,,"Dorchester County, Maryland",0.117061264,0.0011706126,,,,,
2017Q4,Percent of Workers in TANF (%),,,"Dorchester County, Maryland",0.146003911,0.0014600391,,,,,
2018Q1,Percent of Workers in TANF (%),,,"Dorchester County, Maryland",0.101528432,0.0010152843,,,,,
2018Q2,Percent of Workers in TANF (%),,,"Dorchester County, Maryland",0.124989868,0.0012498987,,,,,
2018Q3,Percent of Workers in TANF (%),,,"Dorchester County, Maryland",0.104881209,0.0010488121,,,,,
2018Q4,Percent of Workers in TANF (%),,,"Dorchester County, Maryland",0.140813016,0.0014081302,,,,,
2019Q1,Percent of Workers in TANF (%),,,"Dorchester County, Maryland",0.100569689,0.0010056969,,,,,
2019Q2,Percent of Workers in TANF (%),,,"Dorchester County, Maryland",0.112517454,0.0011251745,,,,,
2019Q3,Percent of Workers in TANF (%),,,"Dorchester County, Maryland",0.092859823,0.0009285982,,,,,
2019Q4,Percent of Workers in TANF (%),,,"Dorchester County, Maryland",0.09595021,0.0009595021,,,,,
